algorithm,success,total_cost,solution_depth,execution_time_sec,expanded_nodes,chosen_nodes,iterations,max_fringe_size,path_length,actions,final_state,instance_id,grid,start,goal,max_battery,recharge_stations,obstacles,no_fly_zones
depth_first,True,8.325,58,0.4461925999785308,1358,1359,1359,176,58,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_X', 'UP_X', 'RECHARGE', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=3, y=5, z=1, battery=2, time_step=60)",1,4x6x2,"(0, 0, 0)","(3, 5, 1)",8,2,4,1
breadth_first,True,1.5249999999999997,10,0.8968136000039522,1230,1231,1231,415,10,"['UP_X', 'UP_X', 'UP_Z', 'RECHARGE', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=3, y=5, z=1, battery=2, time_step=12)",1,4x6x2,"(0, 0, 0)","(3, 5, 1)",8,2,4,1
uniform_cost,True,1.5249999999999997,10,1.4729045999993104,1196,1197,1197,410,10,"['UP_X', 'UP_Z', 'UP_X', 'RECHARGE', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=3, y=5, z=1, battery=2, time_step=12)",1,4x6x2,"(0, 0, 0)","(3, 5, 1)",8,2,4,1
greedy,True,3.7916666666666656,26,1.6127218000183348,1308,1309,1309,580,26,"['UP_X', 'UP_X', 'UP_X', 'UP_Z', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'DOWN_X', 'RECHARGE', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=3, y=5, z=1, battery=2, time_step=28)",1,4x6x2,"(0, 0, 0)","(3, 5, 1)",8,2,4,1
astar,True,1.5249999999999997,10,0.05186950002098456,106,107,107,180,10,"['UP_X', 'UP_Z', 'UP_X', 'RECHARGE', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=3, y=5, z=1, battery=2, time_step=12)",1,4x6x2,"(0, 0, 0)","(3, 5, 1)",8,2,4,1
depth_first,True,7.794444444444455,60,0.1633789999759756,486,487,487,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=3, y=3, z=1, battery=1, time_step=60)",2,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
breadth_first,True,1.0222222222222221,7,0.156840400013607,406,407,407,224,7,"['UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=3, y=3, z=1, battery=1, time_step=7)",2,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
uniform_cost,True,0.8944444444444444,7,0.25266180001199245,322,323,323,253,7,"['UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Z', 'UP_Y']","DroneState(x=3, y=3, z=1, battery=2, time_step=7)",2,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
greedy,True,1.0222222222222221,7,0.0015351000183727592,7,8,8,25,7,"['UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=3, y=3, z=1, battery=1, time_step=7)",2,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
astar,True,0.8944444444444444,7,0.0049872000236064196,20,21,21,49,7,"['UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Z', 'UP_X']","DroneState(x=3, y=3, z=1, battery=2, time_step=7)",2,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
depth_first,True,6.99999999999999,60,0.3084703999920748,940,941,941,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=3, y=5, z=1, battery=1, time_step=60)",3,4x6x2,"(0, 0, 0)","(3, 5, 1)",10,2,5,1
breadth_first,True,1.05,9,0.5477135999826714,971,972,972,360,9,"['UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=3, y=5, z=1, battery=1, time_step=9)",3,4x6x2,"(0, 0, 0)","(3, 5, 1)",10,2,5,1
uniform_cost,True,1.05,9,0.816279199993005,776,777,777,398,9,"['UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X']","DroneState(x=3, y=5, z=1, battery=1, time_step=9)",3,4x6x2,"(0, 0, 0)","(3, 5, 1)",10,2,5,1
greedy,True,6.066666666666661,51,3.373394200025359,1979,1980,1980,902,51,"['UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'DOWN_Z', 'UP_X', 'UP_Y', 'UP_Y', 'RECHARGE', 'UP_Y', 'UP_Z']","DroneState(x=3, y=5, z=1, battery=3, time_step=52)",3,4x6x2,"(0, 0, 0)","(3, 5, 1)",10,2,5,1
astar,True,1.05,9,0.011394900007871911,35,36,36,81,9,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z']","DroneState(x=3, y=5, z=1, battery=1, time_step=9)",3,4x6x2,"(0, 0, 0)","(3, 5, 1)",10,2,5,1
depth_first,True,8.5,60,0.033899800007930025,287,288,288,63,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=3, y=4, z=1, battery=0, time_step=60)",4,4x5x2,"(0, 0, 0)","(3, 4, 1)",8,2,5,1
breadth_first,True,1.133333333333333,8,0.04787499998928979,210,211,211,137,8,"['UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=1, battery=0, time_step=8)",4,4x5x2,"(0, 0, 0)","(3, 4, 1)",8,2,5,1
uniform_cost,True,1.133333333333333,8,0.06598289997782558,177,178,178,153,8,"['UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=1, battery=0, time_step=8)",4,4x5x2,"(0, 0, 0)","(3, 4, 1)",8,2,5,1
greedy,True,1.133333333333333,8,0.3867608000000473,460,461,461,291,8,"['UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=1, battery=0, time_step=8)",4,4x5x2,"(0, 0, 0)","(3, 4, 1)",8,2,5,1
astar,True,1.133333333333333,8,0.002536199986934662,13,14,14,36,8,"['UP_Z', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=1, battery=0, time_step=8)",4,4x5x2,"(0, 0, 0)","(3, 4, 1)",8,2,5,1
depth_first,True,7.233333333333325,59,0.7600736000167672,2992,2993,2993,121,59,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_X', 'RECHARGE', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=2, battery=1, time_step=60)",5,6x5x3,"(0, 0, 0)","(5, 4, 2)",10,2,12,1
breadth_first,True,1.5166666666666668,12,3.1965157999948133,2803,2804,2804,677,12,"['UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Z', 'RECHARGE', 'UP_Y']","DroneState(x=5, y=4, z=2, battery=3, time_step=13)",5,6x5x3,"(0, 0, 0)","(5, 4, 2)",10,2,12,1
uniform_cost,True,1.5166666666666668,12,5.763059299992165,2665,2666,2666,675,12,"['UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Z', 'UP_Y', 'RECHARGE', 'UP_Y']","DroneState(x=5, y=4, z=2, battery=3, time_step=13)",5,6x5x3,"(0, 0, 0)","(5, 4, 2)",10,2,12,1
greedy,True,1.5166666666666668,12,0.002501499984646216,14,15,15,41,12,"['UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Z', 'RECHARGE', 'UP_Y']","DroneState(x=5, y=4, z=2, battery=3, time_step=13)",5,6x5x3,"(0, 0, 0)","(5, 4, 2)",10,2,12,1
astar,True,1.5166666666666668,12,0.420835500000976,311,312,312,440,12,"['UP_Y', 'UP_X', 'UP_Z', 'UP_Z', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'RECHARGE', 'UP_Y']","DroneState(x=5, y=4, z=2, battery=3, time_step=13)",5,6x5x3,"(0, 0, 0)","(5, 4, 2)",10,2,12,1
depth_first,True,6.45454545454545,60,0.22403149999445304,1385,1386,1386,73,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_X', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=3, z=2, battery=1, time_step=60)",6,6x4x3,"(0, 0, 0)","(5, 3, 2)",11,2,10,1
breadth_first,True,1.0757575757575757,10,1.7227008999907412,1626,1627,1627,729,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=5, y=3, z=2, battery=1, time_step=10)",6,6x4x3,"(0, 0, 0)","(5, 3, 2)",11,2,10,1
uniform_cost,True,1.0757575757575757,10,2.143432999990182,1176,1177,1177,658,10,"['UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Z', 'UP_X']","DroneState(x=5, y=3, z=2, battery=1, time_step=10)",6,6x4x3,"(0, 0, 0)","(5, 3, 2)",11,2,10,1
greedy,True,1.0757575757575757,10,0.0019717999966815114,10,11,11,36,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=5, y=3, z=2, battery=1, time_step=10)",6,6x4x3,"(0, 0, 0)","(5, 3, 2)",11,2,10,1
astar,True,1.0757575757575757,10,0.017783300019800663,42,43,43,110,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_X', 'UP_Y']","DroneState(x=5, y=3, z=2, battery=1, time_step=10)",6,6x4x3,"(0, 0, 0)","(5, 3, 2)",11,2,10,1
depth_first,True,5.615384615384613,60,0.43497000000206754,1294,1295,1295,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X']","DroneState(x=4, y=3, z=2, battery=4, time_step=60)",7,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
breadth_first,True,0.9358974358974359,9,1.540651599992998,1462,1463,1463,749,9,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=4, y=3, z=2, battery=3, time_step=9)",7,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
uniform_cost,True,0.8423076923076923,9,1.1149140000052284,772,773,773,562,9,"['UP_X', 'UP_Z', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X']","DroneState(x=4, y=3, z=2, battery=4, time_step=9)",7,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
greedy,True,0.9358974358974359,9,0.0019004000059794635,9,10,10,37,9,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=4, y=3, z=2, battery=3, time_step=9)",7,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
astar,True,0.8423076923076923,9,0.015732200001366436,40,41,41,98,9,"['UP_X', 'UP_Z', 'UP_Y', 'UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y']","DroneState(x=4, y=3, z=2, battery=4, time_step=9)",7,5x4x3,"(0, 0, 0)","(4, 3, 2)",13,2,7,1
depth_first,True,8.875,59,0.31466780000482686,1460,1461,1461,121,59,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'RECHARGE', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=3, y=4, z=2, battery=3, time_step=60)",8,4x5x3,"(0, 0, 0)","(3, 4, 2)",8,2,5,1
breadth_first,True,1.65,10,0.6309972000017297,1149,1150,1150,415,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'RECHARGE', 'UP_Z', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=5, time_step=11)",8,4x5x3,"(0, 0, 0)","(3, 4, 2)",8,2,5,1
